Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,1,Cw,A,NA,NA,NA,NA,NA,NA,36.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,1,Cw,C,NA,NA,NA,NA,NA,NA,24.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,1,Cw,B,NA,NA,NA,NA,NA,NA,29.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,2,Fdi,A,6.2,33,29,NA,37,35.1,34,2,0,0,2,NA,2018 topkill,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,2,Fdi,C,6.4,21,19,NA,26.6,29.2,26.3,2,0,0,2,NA,2018 topkill,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,2,Fdi,B,NA,NA,NA,NA,NA,NA,21.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,3,Lw,A,NA,NA,NA,NA,NA,NA,17.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1801,3,Lw,B,NA,NA,NA,NA,NA,NA,27.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,1,Cw,A,NA,NA,NA,NA,NA,NA,27.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,1,Cw,B,NA,NA,NA,NA,NA,NA,27.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,1,Cw,C,NA,NA,NA,NA,NA,NA,32.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,2,Fdi,A,NA,NA,NA,NA,NA,NA,40.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,2,Fdi,C,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,2,Fdi,B,9.2,40,35,32,33.2,30.8,25.9,1,0,0,0,NA,needles slightly chlorotic,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,3,Lw,A,6.6,8,6,NA,5.9,15.8,15.7,2,0,2,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1802,3,Lw,B,7.6,37,32,30,32.2,25.8,22,1,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,1,Cw,C,5.7,30,NA,NA,28.5,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,1,Cw,A,7.8,24,NA,NA,31.7,NA,NA,2,0,0,2,NA,topkill,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,1,Cw,B,NA,NA,NA,NA,NA,NA,13.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,2,Lw,B,14.2,77,66,44,30.9,21.3,19.2,0,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,2,Lw,A,NA,NA,NA,NA,4.8,17.3,16,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,3,Fdi,B,7.2,34,31,29,29.9,28,23.9,1,0,0,1,NA,chlorotic,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,3,Fdi,C,NA,NA,NA,NA,NA,NA,15.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1803,3,Fdi,A,8.6,39,35,32,37.1,36.4,32.4,1,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,1,Cw,B,NA,NA,NA,NA,NA,NA,27.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,1,Cw,C,NA,NA,NA,NA,NA,NA,30.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,1,Cw,A,NA,NA,NA,NA,NA,NA,32.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,2,Fdi,A,10.4,47,43,41,41.2,39.4,34.1,1,0,0,0,NA,chlorotic needles,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,2,Fdi,B,9.5,35,31,27,25.1,23.9,19.8,1,0,0,0,NA,chlorotic needles,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,2,Fdi,C,NA,NA,NA,NA,NA,NA,22.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,3,Lw,A,NA,NA,NA,NA,6.7,25.3,24.1,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1804,3,Lw,B,10.2,58,39,35,41.2,36.1,31,0,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,1,Lw,A,6.7,27,24,22,24.2,22.9,21.5,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,1,Lw,B,6.5,33,30,26,33,33.4,27.3,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,2,Fdi,A,13.4,43,40,37,42.1,37.9,37.5,1,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,2,Fdi,B,8.7,31,28,24,23.2,21.9,18.8,1,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,2,Fdi,C,6.5,19,17,16,19.6,16.7,15.9,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,3,Cw,A,4.8,40,NA,NA,39.2,NA,NA,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,3,Cw,C,NA,NA,NA,NA,NA,NA,28.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1805,3,Cw,B,NA,NA,NA,NA,NA,NA,25.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,1,Cw,A,NA,NA,NA,NA,NA,NA,28.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,1,Cw,B,NA,NA,NA,NA,39.9,NA,NA,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,1,Cw,C,NA,NA,NA,NA,NA,NA,31.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,2,Lw,B,5.2,23,21,15,12.5,30.9,28,1,0,0,2,NA,multiple stems,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,2,Lw,A,NA,NA,NA,NA,NA,NA,22.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,3,Fdi,C,NA,NA,NA,NA,NA,NA,22.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,3,Fdi,A,9.8,34,33,32,33.8,33,28.3,2,1,0,0,NA,chlorotic,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1806,3,Fdi,B,7.9,33,31,28,27.6,26.5,22.6,1,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,1,Cw,A,NA,NA,NA,NA,31.5,NA,NA,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,1,Cw,C,NA,NA,NA,NA,NA,NA,29.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,1,Cw,B,NA,NA,NA,NA,NA,NA,25.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,2,Lw,B,11.4,53,44,29,24.4,21,16.5,0,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,2,Lw,A,11.8,60,49,28,27.1,25,23.1,0,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,3,Fdi,A,7.5,41,39,37,37.4,36.2,31.6,2,1,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,3,Fdi,B,11.6,37,34,23,26,25.5,20.9,0,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1807,3,Fdi,C,8.1,25,21,17,23.4,19.4,19.4,1,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,1,Cw,B,NA,NA,NA,NA,NA,NA,31.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,1,Cw,C,NA,NA,NA,NA,NA,NA,26.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,1,Cw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,2,Lw,B,2.6,10,9,8,6.9,28.4,25.8,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,2,Lw,A,8.9,40,32,24,21.7,20.6,19.5,0,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,3,Fdi,B,10.1,26,25,20,21.4,21.2,19.9,1,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,3,Fdi,A,NA,NA,NA,NA,NA,NA,45.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1808,3,Fdi,C,NA,NA,NA,NA,NA,NA,20.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,1,Lw,B,NA,NA,NA,NA,NA,NA,17.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,1,Lw,A,NA,NA,NA,NA,NA,NA,16.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,2,Cw,A,NA,NA,NA,NA,NA,NA,29.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,2,Cw,B,NA,NA,NA,NA,NA,NA,27,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,2,Cw,C,NA,NA,NA,NA,NA,NA,27.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,3,Fdi,C,5.1,19,18,17,NA,NA,NA,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,3,Fdi,A,NA,NA,NA,NA,NA,NA,38.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1809,3,Fdi,B,6.9,35,34,32,33.2,32.6,28.2,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,1,Lw,A,NA,NA,NA,NA,12.4,20.9,19.6,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,1,Lw,B,4.8,18,17,16,18.3,22,17.2,2,0,0,2,NA,top die-back,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,2,Fdi,B,5.8,16,15,14,16.5,19.3,17.5,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,2,Fdi,C,7.5,21,NA,NA,19.6,19,15.8,2,0,0,2,NA,"growth poor, unable to estimate 2017 and 2016 heights",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,2,Fdi,A,10.2,46,45,42,44.1,43.1,34.6,2,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,3,Cw,B,NA,NA,NA,NA,NA,NA,29.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,3,Cw,C,5,25,NA,NA,33.1,NA,NA,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1810,3,Cw,A,6.5,30,NA,NA,34.6,NA,NA,2,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,1,Lw,A,NA,NA,NA,NA,NA,NA,17,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,1,Lw,B,7.4,40,39,27,23.3,19.4,16.6,1,0,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,2,Cw,A,5.8,33,NA,NA,32.1,NA,NA,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,2,Cw,C,NA,NA,NA,NA,NA,NA,22.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,2,Cw,B,NA,NA,NA,NA,NA,NA,31.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,3,Fdi,B,4.1,19,NA,NA,17,19.7,15.4,2,0,0,2,NA,"growth poor, unable to estimate 2017 and 2016 heights",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,3,Fdi,A,6.4,36,35,33,31.9,31,25.5,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1811,3,Fdi,C,NA,NA,NA,NA,NA,NA,16.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,1,Lw,B,7.65,30,25,NA,24.4,26.5,21.4,1,0,0,1,NA,"growth poor, unable to estimate 2016 height",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,1,Lw,A,NA,NA,NA,NA,NA,NA,4.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,2,Fdi,B,NA,NA,NA,NA,NA,NA,13,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,2,Fdi,A,12.2,48,44,39,35.6,34.9,29.2,1,1,0,0,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,2,Fdi,C,NA,NA,NA,NA,NA,NA,15.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,3,Cw,A,NA,NA,NA,NA,NA,NA,33.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,3,Cw,B,4.2,30,NA,NA,31.8,NA,NA,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1812,3,Cw,C,3.2,19,NA,NA,28.9,NA,NA,2,0,0,2,NA,top-kill,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,1,Cw,B,NA,NA,NA,NA,NA,NA,26.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,1,Cw,C,NA,NA,NA,NA,NA,NA,31.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,1,Cw,A,5.3,30,NA,NA,37.9,NA,NA,2,0,0,1,NA,"growth poor, unable to estimate 2017 and 2016 heights",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,2,Lw,A,NA,NA,NA,NA,NA,NA,14.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,2,Lw,B,4.4,15,NA,NA,17.8,16.1,13,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,3,Fdi,C,NA,NA,NA,NA,NA,NA,15.2,3,0,0,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,3,Fdi,B,9.2,38,34,29,31.7,31,26.5,1,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1813,3,Fdi,A,5.9,38,NA,NA,43.2,42.7,39.8,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,1,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,1,Lw,A,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,2,Cw,B,3.3,28,NA,NA,NA,NA,36.5,2,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,2,Cw,C,NA,NA,NA,NA,NA,NA,24.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,2,Cw,A,NA,NA,NA,NA,NA,NA,28,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,3,Fdi,A,8.6,39,38,37,40.2,39.5,35,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,3,Fdi,C,NA,NA,NA,NA,NA,NA,19,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1814,3,Fdi,B,6.8,19,17,15,21.5,21,18.3,1,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,1,Cw,A,NA,NA,NA,NA,NA,NA,31.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,1,Cw,B,NA,NA,NA,NA,NA,NA,15,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,1,Cw,C,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,2,Lw,B,5.2,37,33,26,16.5,28.5,28.2,1,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,2,Lw,A,3.8,5,NA,NA,4,19.3,18,2,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,3,Fdi,A,NA,NA,NA,NA,NA,NA,31,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,3,Fdi,C,NA,NA,NA,NA,NA,NA,14.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1815,3,Fdi,B,7.1,35,34,33,34.5,33.5,29.1,1,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,1,Lw,B,3.6,20,NA,NA,11.2,28.5,28,2,1,0,2,NA,multiple stems,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,1,Lw,A,NA,NA,NA,NA,NA,NA,23.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,2,Cw,A,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,2,Cw,C,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,2,Cw,B,NA,NA,NA,NA,NA,NA,25,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,3,Fdi,C,8.4,26,23,22,21.5,20.7,17.5,1,0,0,2,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,3,Fdi,B,5.4,25,23,22,22.5,21.5,17,1,0,0,1,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1816,3,Fdi,A,6.2,34,NA,NA,33,33,32,2,0,0,2,NA,"growth poor, unable to estimate 2017 and 2016 heights",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,1,Fdi,B,5.2,23.5,20,NA,18.5,17.5,15.1,1,0,0,0,NA,"slow growth, moderately chlorotic",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,1,Fdi,C,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,1,Fdi,A,NA,NA,NA,NA,4.3,26,25,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,2,Lw,B,6.2,16,14,11,8.8,29,27,1,0,0,1,NA,lateral is still slowly growing,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,2,Lw,A,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,3,Cw,C,NA,NA,NA,NA,NA,NA,23,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,3,Cw,B,NA,NA,NA,NA,NA,NA,24.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1817,3,Cw,A,NA,NA,NA,NA,28,NA,NA,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,1,Lw,B,NA,NA,NA,NA,NA,NA,26,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,1,Lw,A,NA,NA,NA,NA,NA,NA,22.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,2,Cw,C,NA,NA,NA,NA,NA,NA,25.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,2,Cw,A,NA,NA,NA,NA,NA,NA,22.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,2,Cw,B,NA,NA,NA,NA,30.1,NA,NA,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,3,Fdi,C,NA,NA,NA,NA,NA,NA,25,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,3,Fdi,B,6,27,26,NA,25.3,24.5,22.5,2,0,0,1,NA,"growth poor, unable to estimate 2016 height",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1818,3,Fdi,A,8.7,30,29,26,24.5,24,20,0,1,0,1,NA,forked but healthy,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,1,Lw,B,6.7,32,30.5,NA,28.3,26.2,25.3,1,0,0,1,NA,good form however growth poor; unable to estimate 2016 height,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,1,Lw,A,6.7,17.5,16,14,15.5,14.5,15.5,1,0,0,1,NA,"multi-forked, lower lat becoming dominant (measured)",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,2,Cw,B,NA,NA,NA,NA,NA,NA,26.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,2,Cw,A,NA,NA,NA,NA,NA,NA,25,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,2,Cw,C,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,3,Fdi,A,NA,NA,NA,NA,NA,NA,16,3,NA,NA,NA,NA,died post 2016 assessment,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,3,Fdi,B,7.1,23,NA,NA,22,21.5,18,2,0,0,1,NA,"growth poor (1/2 of foliage is orange), unable to estimate 2017 and 2016 height",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1819,3,Fdi,C,8.5,36,33.5,30,28,27.5,21.7,0,0,0,1,NA,"Forked 2015, 2016 but healthy",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,1,Fdi,A,NA,NA,NA,NA,NA,NA,36.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,1,Fdi,C,NA,NA,NA,NA,NA,NA,16.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,1,Fdi,B,5.7,26,25.5,25,27,26.5,24,2,0,0,1,NA,"a few live laterals on top, chlorotic, almost dead",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,2,Lw,A,NA,NA,NA,NA,NA,NA,16.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,2,Lw,B,6.4,29,23,21,24.7,23.8,25,1,0,0,1,NA,"dead top, lateral taking over",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,3,Cw,A,5.2,28,NA,NA,NA,NA,31,2,0,0,0,NA,"orange foliage, poor health",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,3,Cw,B,35,24,NA,NA,29.7,NA,NA,2,0,0,0,NA,"orange foliage, top and 1 lateral alive",2018
Bear Lake,X,1,SBSwk1,0.889583333,1,1820,3,Cw,C,NA,NA,NA,NA,NA,NA,22.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,1,Cw,A,NA,NA,NA,NA,NA,NA,32.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,1,Cw,B,4.7,29,NA,NA,29.4,NA,NA,2,0,0,1,NA,broken top,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,1,Cw,C,NA,NA,NA,NA,NA,NA,29,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,2,Fdi,A,6.6,26,NA,NA,36.7,34.1,33.6,2,0,0,2,NA,"top-kill, few needles / branches",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,2,Fdi,B,7.9,37,NA,NA,36.8,36.2,31.3,2,0,0,2,NA,few needles / branches,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,2,Fdi,C,5.7,15,NA,NA,17.5,16.9,14,2,0,0,2,NA,few needles / branches,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,3,Lw,B,NA,NA,NA,NA,31,31,27.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1821,3,Lw,A,6.4,22,NA,NA,23.6,22.4,20.5,2,0,0,0,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,1,Lw,B,NA,NA,NA,NA,NA,NA,23.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,1,Lw,A,NA,NA,NA,NA,NA,NA,22.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,2,Fdi,B,17.5,31,NA,NA,30.2,28.7,24,2,0,0,1,NA,few branches,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,2,Fdi,C,4.6,20,NA,NA,19.8,15.7,15.7,2,0,0,2,NA,"sweep at base, few branches",2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,2,Fdi,A,NA,NA,NA,NA,NA,NA,28.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SX,2,SBSwk1,0.9485,2,1822,3,Cw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
