Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Burns Lake,SM,3,SBSdk,0.8538,2,28,1,Lw,A,NA,NA,NA,NA,NA,23.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,1,Lw,B,10,59.3,39.6,24.6,20.4,16.5,NA,0,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,2,Cw,A,NA,NA,NA,NA,NA,21.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,2,Cw,B,NA,NA,NA,NA,NA,23.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,2,Cw,C,4.8,11.2,NA,32.2,NA,NA,NA,2,2,0,2,NA,dead top,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,3,Cw,C,NA,NA,NA,NA,NA,17.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,3,Fdi,A,20.8,69,62.5,41.1,38.7,32.5,NA,0,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,28,3,Fdi,B,NA,NA,NA,26.4,25.3,24.8,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,1,Fdi,A,10.9,57.8,51.6,40.2,37.4,32.7,NA,0,1,0,0,1:31,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,1,Fdi,C,9,31,29.3,21.3,17.6,13.5,NA,1,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,1,Fdi,B,10.4,47.2,42.2,30.4,26.2,21.1,NA,1,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,2,Lw,A,4.5,18,15.9,7.2,NA,16.6,NA,1,0,0,0,NA,recovering from fork at base,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,2,Lw,B,22.8,79.5,59,23.6,20.8,14.6,NA,0,1,0,1,NA,2018 forked top,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,3,Cw,C,NA,NA,NA,NA,NA,18.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,3,Cw,B,NA,NA,NA,NA,NA,27.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,29,3,Cw,A,NA,NA,NA,NA,NA,30.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,1,Cw,B,NA,NA,NA,NA,NA,15.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,1,Cw,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,1,Cw,A,6.7,33.7,NA,32.2,NA,NA,NA,2,0,0,0,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,2,Fdi,C,NA,NA,NA,NA,NA,12.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,2,Fdi,A,NA,NA,NA,NA,NA,30.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,2,Fdi,B,8.5,31.5,29.5,26.1,25,21.3,NA,1,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,3,Lw,A,11.1,39.2,29.4,21.2,16.3,12.6,NA,0,0,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,30,3,Lw,B,NA,NA,NA,27.7,25.4,21.3,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,1,Lw,A,4.8,17.5,15.6,11.9,11.2,10.6,NA,2,2,0,2,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,1,Lw,B,15.8,91.8,76.5,27.4,19.2,15.9,NA,0,1,0,1,NA,2018 leader fork,2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,2,Cw,B,NA,NA,NA,NA,NA,24.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,2,Cw,A,NA,NA,NA,27.7,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,2,Cw,C,NA,NA,NA,NA,NA,18.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,3,Fdi,C,NA,NA,NA,NA,NA,11.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,3,Fdi,A,NA,NA,NA,41.5,35,23.8,NA,3,NA,NA,NA,NA,"- died, post 2016 assessment - broken stem (stepped on, cow)",2018
Burns Lake,SM,3,SBSdk,0.8538,2,31,3,Fdi,B,14.7,46,39.5,31.6,30.5,27.8,NA,0,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,1,Cw,B,NA,NA,NA,29.1,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,1,Cw,C,8,34.5,NA,29.8,NA,NA,NA,1,1,0,1,NA,half of foliage is orange,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,1,Cw,A,NA,NA,NA,3.8,NA,36.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,2,Fdi,A,NA,NA,NA,NA,NA,32,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,2,Fdi,B,7.6,32.2,28.1,22.8,21,18.2,NA,2,2,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,2,Fdi,C,NA,NA,NA,NA,NA,20.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,3,Lw,A,NA,NA,NA,NA,NA,15.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,32,3,Lw,B,NA,NA,NA,35.7,26.6,23.4,NA,3,NA,NA,NA,NA,"died & missing, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,1,Fdi,C,NA,NA,NA,NA,NA,13.38,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,1,Fdi,A,19.9,55.3,47.7,37,36.2,30.8,NA,0,2,0,1,NA,#NAME?,2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,1,Fdi,B,11.4,44,38,29.6,28.2,4,NA,0,1,0,0,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,2,Lw,B,11,50,31.5,10.9,1.8,18,NA,1,2,1,0,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,2,Lw,A,NA,NA,NA,NA,NA,14.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,3,Cw,C,NA,NA,NA,NA,NA,31.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,3,Cw,B,NA,NA,NA,24.6,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,33,3,Cw,A,NA,NA,NA,37.4,NA,NA,NA,3,NA,NA,NA,NA,"- died, post 2016 assessment - broken stem, in a cow patty",2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,1,Cw,B,NA,NA,NA,34.2,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,1,Cw,A,NA,NA,NA,42.4,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,1,Cw,C,NA,NA,NA,NA,NA,28.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,2,Fdi,A,NA,NA,NA,NA,NA,44.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,2,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,2,Fdi,B,NA,NA,NA,24.5,23.7,21.6,NA,3,NA,NA,NA,NA,"died & missing, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,3,Lw,A,NA,NA,NA,NA,NA,11.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,34,3,Lw,B,16,64.5,33.3,12.1,27.9,21.6,NA,0,0,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,1,Cw,A,3.9,24,NA,18.7,NA,28.2,NA,2,2,0,2,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,1,Cw,C,NA,NA,NA,24.7,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,1,Cw,B,NA,NA,NA,NA,NA,24.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,2,Fdi,B,8.4,35,30.5,26.6,23.4,19.3,NA,2,2,0,2,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,2,Fdi,A,NA,NA,NA,NA,NA,35.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,2,Fdi,C,NA,NA,NA,NA,NA,17.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,3,Lw,B,2.2,28.8,22.4,27,23.4,23.2,NA,2,2,0,2,NA,"scar at base (cow), dead top, multi-fork",2018
Burns Lake,SM,3,SBSdk,0.8538,2,35,3,Lw,A,NA,NA,NA,NA,NA,17.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,1,Fdi,A,10.4,46,44,39.8,37.8,36.9,NA,0,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,1,Fdi,C,10.9,33,31.8,7.5,26.3,21.4,NA,0,1,0,0,NA,"scar on base (stepped on), but tree has still improved in vigour",2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,1,Fdi,B,6.8,12,10.5,19.4,22.5,19.2,NA,2,2,0,2,NA,bonzai shrub form,2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,2,Lw,A,NA,NA,NA,NA,NA,16.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,2,Lw,B,NA,NA,NA,25,31.7,13,NA,3,NA,NA,NA,NA,"- died, post 2016 assessment - stepped on, scarred, leaning",2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,3,Cw,A,NA,NA,NA,NA,NA,30.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,3,Cw,C,NA,NA,NA,NA,NA,24.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,36,3,Cw,B,NA,NA,NA,4.8,NA,24.8,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
